Student_ID,Name,Email,Phone_No,signup_date,country,age,gender,account_balance,device_type,region_code,churn_risk,preferred_language,last_login,number_of_logins,subscription_type,referral_source,has_outstanding_tickets,Chemistry Marks,IDA Marks,DM Marks,FSV Marks,IOT,CT,AFM,ITSecurity,Testing,Maths,POS,QIS,Englisch,Deutsch,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,Active Flag
3abe7295-7ea4-49eb-93c0-695407ff0314,Jeffrey Lin,N/A,601.356.7162,2024-11-04,Belize,39,Female,65490.51,Desktop,1,Low,English,2025-03-29 00:36:21,9,Premium,Twitter,FALSE,55.22872351,37.91406056,47.89601335,71.79081273,51.44791548,46.84866798,69,42.55955639,46.62857966,30.09283626,79.08040342,43.90864098,68.06242518,67.58076591,64.71815839,60.26450141,34.44948531,49.7597919,63.92997874,57.94319472,54.881538,50.70552325,43.97712488,41.33586724,43.98889107,63.48659298,38.46517842,63.69028976,58.46774108,27.01777525,,,56.0477679,27.28263689,TRUE
c0726be6-40dd-4542-83e7-f92099dc0431,Maria Martinez,victoriaconner@yahoo.com,918-283-5483x77118,2022-08-25,Sierra Leone,70,,91844.63,Mobile,2,Low,English,,16,Free,Facebook,TRUE,44.2048482,64.80965838,46.83955654,125.6331862,51.44631163,48.82299284,32,57.44265673,73.56954428,61.60688949,71.24125849,45.03532778,21.07193889,60.85888708,41.16283797,64.35726297,69.43702535,77.91809359,53.34892425,39.15677518,54.57369416,46.11849245,71.60116625,39.00777055,69.3124254,52.09054661,60.74770007,40.54784645,54.24942959,45.49677578,47.28112338,44.91411889,65.08421014,41.79664172,TRUE
dfcfeeea-eb6b-4aed-b1b6-51ff757940f3,Kimberly King,judymason@diaz-nunez.info,001-671-533-3098x890,2024-01-27,Croatia,19,Male,39759.84,Desktop,2,Medium,Spanish,2024-10-05 16:56:44,10,Basic,Other,FALSE,34.72313002,33.0605245,54.73688752,1.871031321,,49.38231165,94,40.36944245,,23.44411635,76.4901774,42.26174547,30.74625532,59.76124486,35.39820473,56.25157084,,37.50445072,56.88329803,25.77503442,53.33655381,1158.193786,54.92724603,51.53160733,52.72040907,68.80603238,50.83603845,40.90243252,45.45582495,39.87368613,55.87282477,74.37433624,,79.13048774,TRUE
b767920f-2614-4b95-a82e-b9f07efcaef7,Rita White,,831.472.8724,2023-01-07,Jamaica,41,Female,18830.49,Mobile,4,Low,German,2024-11-09 23:02:12,10,Premium,Twitter,FALSE,44.08028297,62.73584072,53.9493275,20.35925962,55.88433427,65.35712877,78,78.44889074,43.35030278,77.04907974,35.66186108,47.59890467,11.96272902,53.68492931,16.9121139,41.19721655,38.05872068,38.07814611,51.15037472,40.06829113,57.50708499,49.52383716,,62.7815675,52.61801748,34.92129859,54.50960056,52.96658265,47.28448307,77.98381238,60.86669004,53.98535965,80.91756354,59.81831854,TRUE
95ff8375-40ef-4aaa-ba67-30b2a1c8366c,Christopher Roth,dorseymitchell@gmail.com,001-959-881-0011,2022-09-21,Bulgaria,61,Male,26707.64,Mobile,3,Low,French,,10,Enterprise,Twitter,FALSE,33.12584667,46.09254537,46.09157351,12.72312719,52.69900994,73.94920384,17,41.54723587,49.30080009,50.85273731,54.47223454,48.71328236,19.1990081,51.36320072,9.889089258,52.31272039,38.43704621,32.68480908,38.93733278,42.04289705,49.61427863,46.03456923,18.59603426,32.36076999,52.89802841,72.45048144,31.64942246,47.85909401,55.29304355,24.93812355,42.31752955,59.50150447,44.12886762,85.3274636,FALSE
21304c74-2031-4193-bff3-8c9c79ad2480,Danielle Washington,george44@salazar.com,(900)707-3496x41909,2023-12-22,Timor-Leste,47,Male,85327.08,Desktop,5,Low,German,2025-06-23 00:47:15,13,Enterprise,Twitter,FALSE,56.38333983,26.22788535,50.23855467,9.867066043,51.91533763,52.30294167,74,27.92665679,25.92214918,48.27202962,38.35456801,71.48443693,33.06148411,53.97248201,23.36099544,53.16128398,28.13110119,55.3152676,59.8558128,53.16051698,58.07459744,45.00098759,42.31287238,,69.14962861,68.88088396,36.56478297,39.57388727,49.62798445,33.1740143,70.47582939,43.05205726,59.70602038,33.38379761,TRUE
e6bfc1df-a20c-4dc3-b50b-b9e46a40b841,Teresa Watson,jhiggins@yahoo.com,001-598-497-6163x04585,2024-09-09,Denmark,55,Female,56949.79,Tablet,5,Medium,English,2025-05-05 07:03:17,8,Basic,Other,FALSE,38.41729632,56.39514143,47.46986191,7.979985192,60.47999943,62.86297361,98,44.10482598,30.823867,56.95750857,37.33632669,56.96354105,64.75408152,64.81230726,20.04664549,38.33470144,65.10100849,58.47808541,52.00936497,61.75891492,38.84771096,48.47260399,51.69255389,47.26410837,44.20572334,45.44485874,49.33769417,44.54573533,57.86350944,54.70237222,45.08813186,48.20872522,55.28094426,76.88321052,TRUE
cb717a5f-352e-4e6b-8983-34c7498cb6ba,Alyssa Rivas,debra36@wood.com,891-336-7105x1476,2023-07-12,Cuba,19,Female,45228.61,Desktop,3,Low,Chinese,2024-10-23 18:05:13,8,Basic,Friend,FALSE,29.04419401,67.79759885,58.49708106,12.84713603,53.47778258,51.96739319,83,63.28537542,58.46134791,31.04516743,58.07889532,60.30272094,49.78081676,39.35743076,27.52732799,53.10715855,35.493105,0.398020311,70.34664235,30.37194382,64.06307817,40.97146222,54.86857297,53.1138022,55.67401091,67.04194357,46.51870239,61.08576415,63.58384096,34.19745701,39.06720321,,,36.93530305,TRUE
88e5973a-872f-4a50-8e2b-d1987a764cb0,Todd Kelly,icunningham@gmail.com,001-042-076-7138x5680,2023-04-22,Lesotho,38,Female,14538.49,Mobile,2,High,English,2024-08-21 02:03:00,10,Basic,Google,FALSE,61.14060269,51.53729388,37.11212069,15.03773743,39.94491326,32.74296766,53,37.11956432,22.91496133,70.58885487,44.27787705,71.60821079,9.102209686,41.81452861,62.41611937,48.22946627,64.81777247,57.20576266,31.96630447,,49.77509426,53.18974145,38.1020813,48.92975836,50.15273083,73.33632653,38.56182334,39.6613607,45.36141558,54.84929818,34.52663346,69.08471323,54.5689102,44.72515229,TRUE
6494c43b-08b3-4cbf-9c4e-ea2bd40969fa,Terry Wilson,matthew35@davis.net,(032)527-2868,2025-04-18,Madagascar,50,Female,44697.59,Mobile,5,Low,,2025-03-11 08:14:32,13,Enterprise,Facebook,FALSE,60.16509305,47.13837997,46.59392841,14.14402372,46.83533763,30.9267792,84,54.70358102,35.39785543,61.18050896,53.22796698,26.31923031,20.27474733,39.17260806,15.7525815,58.73703059,39.78996556,49.94958815,40.56277614,39.56307594,67.85835881,36.06988428,34.02676312,46.69900391,44.55424179,8.909888854,40.4992923,29.91158717,60.0491208,39.24013067,48.17196454,39.34508973,72.82077542,72.02334517,FALSE
f5ee6d89-c489-46ae-98e2-79e84a998655,Jeremiah Goodwin,angelazuniga@burton.com,9170609987,2020-08-29,Serbia,29,Male,27488.45,Mobile,5,Medium,English,2025-06-08 05:06:42,8,Premium,Facebook,FALSE,45.04602501,77.88045184,48.04451439,2.659055136,42.92589547,45.54219989,76,50.27674494,56.09245559,69.59864106,47.93094684,43.85846984,32.8037802,39.30197505,12.89573441,53.30683353,48.30500871,60.21765451,55.64356676,58.38106681,45.76606714,49.20004443,53.5585427,43.54066847,56.77834724,55.25480618,50.45557441,52.74362102,73.68408346,32.50643846,49.3832122,42.2814117,35.17203034,,TRUE
c242af97-ec35-4fc2-9547-8f8ce5b0d287,Jessica Farmer,parrishkimberly@freeman-ward.com,001-506-876-2482,2025-02-08,Nigeria,39,Female,94287.89,Desktop,1,Low,Spanish,2025-01-11 10:29:16,5,Basic,,FALSE,60.54802567,67.99896428,63.94682264,22.82928853,26.26946262,39.43718267,90,41.65788346,71.60736236,49.06153321,28.84286586,66.0577549,6.400098883,51.75564994,5.491389937,43.53421986,70.63964129,39.68242011,50.22218573,60.7854334,47.84359378,43.3590499,55.16620663,31.5723535,46.90181969,56.59797415,61.34509171,41.80985277,57.20805649,53.13878892,53.86948885,54.74118343,65.96441983,62.86237667,FALSE
c085250b-9403-4330-a0e8-89db128a57e0,Sharon Taylor,michael28@gmail.com,332.400.4695x71970,2024-02-07,Lithuania,61,Male,88349.05,Mobile,2,Low,English,2024-12-08 19:57:34,8,Free,Facebook,FALSE,37.9085609,61.56869878,61.75343978,57.70454952,59.86846445,40.29219922,75,48.24779806,52.37101375,25.72830807,61.9749041,37.50454263,7.8949659,67.96792704,3.755929718,50.09812227,36.4905684,53.91064304,50.50104825,64.910136,33.74626673,32.21409341,87.98219653,32.45589489,60.9066864,75.22410346,18.10122,51.13309014,33.58564468,66.86300902,61.18247225,49.49725735,34.13179654,26.15508696,TRUE
b24e3f98-a722-47a4-aecc-c34f16b7b14a,Nancy Li,melissakelley@chavez-conrad.com,+1-631-713-4393,2024-05-16,Haiti,42,Female,7932.21,Tablet,2,Low,English,2025-06-18 16:00:40,14,Basic,Google,TRUE,44.41525345,19.83866887,53.92153884,11.49792551,62.20057058,33.42686521,10,53.69656311,37.73169689,29.23376945,72.92672216,27.55450372,18.37574308,48.69816966,5.991555339,51.46372238,50.30353817,61.33207541,45.30482753,43.47896938,59.58723633,43.4779578,40.60908492,36.96945654,80.99570431,29.54091028,74.73122143,39.75944544,54.6678083,57.26687547,56.90580605,24.13938097,51.94377499,35.7888474,TRUE
92f65b6a-137c-4226-90f2-6fe00202ef74,Deanna Jones,adamskayla@yahoo.com,+1-178-908-5969x002,2025-04-25,Moldova,66,Male,51423.68,Mobile,5,Low,German,2025-02-05 16:23:28,12,Free,Facebook,FALSE,56.10995216,39.53232779,40.05586263,3.889279906,54.80076402,68.13271623,73,66.32445724,30.64083636,65.57614524,77.05102146,31.82549388,9.432320223,81.83595563,55.10475964,57.84039913,38.475895,56.94325213,51.18267526,60.44270347,49.81156942,57.34288223,39.88025662,59.48600074,58.34785685,60.36615284,54.49716694,53.05610103,60.77427314,31.81303549,54.614059,41.29570094,83.625184,60.19919056,TRUE
fec25418-15b3-4abf-b2d0-d98a21707da5,Lawrence Leon,davidwilliams@gmail.com,742.138.0024x81238,2020-12-31,Namibia,44,Female,22118.36,Mobile,1,Medium,French,2025-03-03 21:34:19,15,,Facebook,TRUE,65.50702732,46.79559072,50.5724153,,42.7230767,67.38678923,27,40.91778473,41.31553378,47.62361001,36.71973129,64.10570746,227.5795747,55.1805241,66.56401672,,50.26474982,71.79526569,58.7463634,75.51516012,53.28587269,49.09416776,57.22852518,61.87970611,61.57339048,14.77432124,51.69873363,46.71767641,67.49186387,51.42864115,49.84426579,57.04891073,48.146625,50.02688853,TRUE
982fd2c1-9634-45c8-97fe-f60b57fda045,Crystal Sparks,jporter@hotmail.com,001-144-494-3936x4665,2023-07-07,Belarus,59,Male,40783.1,Tablet,5,Medium,,,7,Free,Twitter,FALSE,44.26340964,56.94683622,68.79647275,58.01501624,42.57459848,54.32936584,10,35.55534306,32.72402629,61.47976819,30.70408029,70.11968466,10.9734055,44.01423534,5.325168182,42.92777555,39.6978725,79.51556256,53.27223635,29.19449657,45.95165567,45.23642244,33.95872646,49.16870431,52.68805403,52.29286122,49.27890323,,47.42862024,36.75472323,47.28886833,57.33165319,60.53441666,55.90462386,TRUE
faf7933b-f7b5-4d64-bd50-db37ed5139a0,Maria Campbell,cburgess@hunter.com,508-354-9654,2020-11-20,Martinique,45,Male,87623.22,Mobile,4,Low,French,2024-09-03 09:47:08,8,Free,Google,FALSE,41.06135347,63.44012129,48.51305377,23.49976977,54.1301156,621.5763747,32,55.19571648,63.97933891,71.3271902,31.3108974,47.66889786,50.85797248,75.82834551,11.91440539,59.43260121,61.99051621,59.62711523,,70.1455898,52.23112461,48.15804144,52.1990018,45.06196827,73.40104338,6.992887558,47.805758,53.31172875,49.39381093,63.83233801,62.91862738,54.24236166,41.19573632,51.65393103,FALSE
64d86717-22f5-401c-8fb1-a5dedb964086,Jonathan Turner,unknown,063-870-2407,2025-03-17,Vanuatu,33,Female,52515.21,Desktop,1,Low,Spanish,2025-03-29 11:10:07,9,Enterprise,Google,FALSE,64.73760558,34.3778783,51.28618189,9.707603774,44.80312403,56.35591783,5,42.68235471,43.69087373,65.20627057,48.81202614,55.64328924,39.37123029,51.06253961,29.92766798,69.78021277,40.8251674,38.2485375,544.0522904,54.40689829,49.33654682,48.94494315,66.52531266,,26.81833106,62.08851522,86.19724462,55.04307277,48.95161091,40.19387811,63.63282452,36.11789772,50.90175957,61.58684468,TRUE
89a75773-9dd3-428f-9c89-265875ec8113,Adam Johnson,stacey82@taylor-smith.com,622.196.6901x42202,2023-07-02,Barbados,32,Male,33088.64,Mobile,4,Low,English,2024-10-19 16:07:36,11,Free,Google,FALSE,59.19029627,58.69224422,51.86410745,7.034096865,60.51804616,52.8479947,92,938.1848529,75.83224668,61.81541598,87.16105851,49.20730427,32.8017337,61.89743745,29.59081367,50.16164424,41.12214714,26.35190372,49.00009252,8.922854677,58.95302386,39.6468281,45.44597379,59.2179545,51.8082065,56.41410875,45.19921974,29.04720972,56.36406611,49.52538906,51.92547169,31.00386245,51.46959201,58.32053431,TRUE
c755bfb0-6c71-47f2-a484-20783b2da0e8,Reginald Wang,wendy73@owens-hernandez.com,813.253.3334x51309,2025-03-02,Yemen,64,Female,20392.78,Mobile,5,Low,,2024-07-11 00:03:17,12,Free,Facebook,FALSE,52.2308525,32.53309371,41.50228968,40.6907931,69.49227777,56.78637582,92,59.39932316,59.16835975,41.60329331,47.14357134,53.00559184,7.039681948,33.35336545,53.40860968,30.81651637,57.60896101,62.82872842,51.98662331,51.34967041,53.55916719,34.49919457,60.6378687,58.62078452,71.22360287,78.63171374,36.98008362,54.81958098,58.85496127,42.66601174,37.11509865,44.38564567,36.57158412,,TRUE
6b409b55-5192-4bf2-abf3-f97c5345d398,Jared Hughes,lukebates@lopez.com,4811623672,2023-02-13,Tajikistan,68,Male,79932.65,Mobile,1,Low,Spanish,2024-12-26 08:11:53,6,Basic,Facebook,FALSE,67.71678272,60.66362849,41.91024672,15.92730061,46.98813898,46.02972944,10,59.98963946,40.74088486,82.97065818,63.56958622,37.07579602,,47.17929419,44.87849282,39.71013513,54.66291921,26.51506746,41.37731122,43.69001631,41.04005129,39.96637721,59.55604799,56.87926242,38.36061408,44.78679463,,47.87871709,71.5190302,31.63732452,47.10350751,42.62559937,45.9440469,63.62399697,TRUE
87167bc5-128a-4d5d-8272-ff3d920df896,Sherry Mclaughlin,jacobmartinez@yahoo.com,621.154.2066x10024,2020-11-08,Netherlands Antilles,61,Male,62264.06,Desktop,2,Low,French,2025-06-22 00:50:25,7,Basic,Friend,TRUE,79.20508272,33.4555329,41.89997393,11.95185694,66.16557336,35.10588973,10,49.94795321,32.69896936,35.80407595,44.22394434,16.26684411,338.0460003,54.78302158,14.00157351,52.36198222,85.52438123,46.87385696,45.79699211,49.91987858,58.28899446,28.32331921,64.89098582,33.87008133,65.82849255,75.83210024,47.83785157,50.50118376,48.0276666,46.64502555,32.41490487,57.07188524,48.15618811,48.05984628,TRUE
10abd4b3-6594-4af0-853c-11a22b3e074c,Mary Mason,bishopalexander@yahoo.com,001-151-558-3973x43805,2023-03-12,Tajikistan,72,Male,46540.58,Desktop,4,Medium,Spanish,2024-07-13 08:42:47,9,Basic,Facebook,FALSE,55.48875168,68.63801581,47.01727432,10.94382506,60.3582291,46.94749387,46,54.44680547,84.47105214,62.21851875,44.2880179,41.77008192,27.46450899,39.25566261,5.427772048,61.03195493,53.1968636,43.82959078,23.73183786,49.47588955,29.87425786,53.86255528,,46.90126057,44.58466058,52.70091403,37.02028365,33.38581633,58.0995846,53.294617,46.67818545,28.62888232,46.70401649,32.88424074,TRUE
